설비ID,시간,센서값1,센서값2,상태코드,이상 여부,주기,작업ID,운영자
EQP001,2024-11-01 01:14:54,91.64160963046609,0.8662336228589225,ALERT,1,1,JOB00003,operator_01
EQP004,2024-11-01 01:14:55,32.159404915574186,0.17418220665292805,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:14:56,76.48978227934856,0.9863629016968811,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:14:57,30.83028768088809,0.1556761255419754,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:14:58,77.68168314422013,0.6428840149912529,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:14:59,95.25092406449944,0.20170455738644177,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:15:00,27.72612645645313,0.0399861287978408,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:15:01,67.94332657761132,0.07884903057062542,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:02,59.20953889014256,0.02885791333612453,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:15:03,42.27859648342313,0.09564859955600669,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:04,37.22644220229852,0.721909573992304,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:15:05,42.74557495826332,0.7146917339147569,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:15:06,52.32239602627679,0.67835062945502,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:07,24.16302701556483,0.24095966228128052,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:15:08,33.24960475281371,0.2040730584018069,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:15:09,51.568396132899245,0.17984444683554124,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:10,56.40413638465109,0.2906503293653684,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:11,87.59520336150197,0.9242167622435459,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:15:12,39.78757369146752,0.40134800423851813,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:15:13,68.26332084896138,0.6689001056186178,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:14,55.66797073589741,0.3465779878757792,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:15:15,88.98393735792992,0.15930748225193592,ALERT,1,1,JOB00003,operator_01
EQP001,2024-11-01 01:15:16,37.47385029304476,0.6029476306906042,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:15:17,24.132974066319175,0.3369268749640384,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:15:18,77.6964099969555,0.15065973820766854,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:19,33.36321308960147,0.2227849642099602,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:20,79.82213106176806,0.39745392566702686,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:15:21,40.19580156878877,0.37375342042295323,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:15:22,33.83379981018089,0.6827569247335199,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:15:23,77.31918906660604,0.22761057864177248,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:15:24,61.19578812115559,0.8139839745733086,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:15:25,29.472126731320223,0.2506559800415695,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:15:26,86.87592887292547,0.935905585319816,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:15:27,78.63378077044554,0.10870897962815118,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:15:28,80.36186459404517,0.7216296360047,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:15:29,83.35719935716824,0.7427766411078949,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:15:30,83.7807220518486,0.4569803596280049,ALERT,1,1,JOB00003,operator_01
EQP002,2024-11-01 01:15:31,54.92916497613811,0.09242110045317864,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:15:32,82.27944795627032,0.05637819129055244,ALERT,1,1,JOB00003,operator_03
EQP004,2024-11-01 01:15:33,76.95056681834313,0.05843099085457515,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:15:34,69.04111688415774,0.17244913357306846,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:15:35,92.5693935344106,0.6982329898131301,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:15:36,78.74987829414191,0.12084045133395915,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:15:37,65.57662804559466,0.3060591982161759,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:38,51.30692501497269,0.5596150057650762,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:15:39,97.10201457657828,0.9308436696831945,ALERT,1,1,JOB00003,operator_01
EQP003,2024-11-01 01:15:40,38.644007881969245,0.5886436697160616,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:41,26.677755563312388,0.005634759861429139,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:15:42,81.02667402420273,0.3670749507450346,ALERT,1,1,JOB00003,operator_01
EQP002,2024-11-01 01:15:43,61.30930548388295,0.09477089159201957,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:15:44,49.75167996329408,0.028284928290979727,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:15:45,33.85629046079296,0.05441012775017795,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:46,83.46502771199214,0.6709823412695184,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:15:47,73.38894379934464,0.5140427896782042,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:15:48,32.058959442493475,0.6205591954189986,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:49,63.43217051820954,0.4333556202178813,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:15:50,63.656241282635875,0.6276303549017879,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:15:51,44.7434450978424,0.16158750175806824,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:15:52,77.41626893674695,0.6113055170553867,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:15:53,85.64491294392782,0.3429196586298794,ALERT,1,1,JOB00003,operator_03
EQP005,2024-11-01 01:15:54,53.55118703747115,0.1782748083220408,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:15:55,69.1292123569958,0.20633887858208888,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:15:56,29.654984412957823,0.6277986477030377,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:15:57,21.4655474082835,0.3895531356260953,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:15:58,22.90039163532219,0.9840181501963605,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:15:59,75.28588852836558,0.5210961795801254,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:16:00,33.94853661206973,0.7915739089300279,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:16:01,59.29910207608029,0.1944663446576944,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:16:02,42.04064159455962,0.3817098190935416,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:03,54.798734333637036,0.5587234082125524,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:16:04,75.70107802404266,0.05282464448413671,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:16:05,38.96618300449717,0.32366278103580026,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:16:06,67.73303255459851,0.2873536617419967,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:07,28.04685252772991,0.3966061253509724,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:16:08,20.202203986552718,0.1011510579184286,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:16:09,98.593901372809,0.3761497842294439,ALERT,1,1,JOB00003,operator_01
EQP003,2024-11-01 01:16:10,53.12872656991968,0.6139951240348172,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:16:11,43.31512666417022,0.8545465017352898,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:12,45.45381531987411,0.14885680394994028,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:16:13,50.03977930572968,0.11074850783050905,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:16:14,33.88295357111068,0.3733049901228874,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:15,64.52991345919486,0.21321419566014443,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:16,96.77757513066717,0.45842587404491564,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:16:17,39.184933645510505,0.8918679837510811,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:18,31.970937720714137,0.44972730832378194,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:16:19,96.54374596069046,0.1538500553672768,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:16:20,63.008456538113045,0.49191641975237677,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:16:21,52.86216716194325,0.8768479982514564,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:16:22,47.71610458744483,0.33907684838688634,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:16:23,29.381741564312847,0.6536826656571354,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:16:24,46.739709932570506,0.9598434267385185,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:16:25,82.48934769672113,0.13970242829190216,ALERT,1,1,JOB00003,operator_02
EQP004,2024-11-01 01:16:26,51.99680587059792,0.7299113137923636,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:16:27,66.79488946712382,0.6652041034810672,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:16:28,90.55900726129038,0.37117412068911304,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:16:29,97.2414105882338,0.5269630658254916,ALERT,1,1,JOB00003,operator_03
EQP005,2024-11-01 01:16:30,69.8606007738505,0.6663053231282923,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:31,36.420602378901606,0.7551430501161415,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:16:32,89.32865831433271,0.7947293407362785,ALERT,1,1,JOB00003,operator_03
EQP001,2024-11-01 01:16:33,29.115054650238825,0.08395166149978384,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:34,26.41661662509808,0.7510791939024363,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:16:35,27.990905439808536,0.5616722070995576,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:16:36,33.38940245813211,0.9784566721842839,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:16:37,54.02676767523622,0.4255004487469709,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:16:38,89.91984092904666,0.8872910017773294,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:16:39,47.08280616181835,0.1966007968148903,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:40,87.82322162902994,0.8638667559882083,ALERT,1,1,JOB00003,operator_02
EQP005,2024-11-01 01:16:41,91.95414577390775,0.7908206568145771,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:16:42,82.90476421682239,0.8901054734427041,ALERT,1,1,JOB00003,operator_01
EQP001,2024-11-01 01:16:43,65.93828914621298,0.29240290072669706,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:16:44,81.17300441833959,0.24393256381021622,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:16:45,51.00530706398657,0.613072309882715,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:16:46,89.67124560213334,0.2134615161389688,ALERT,1,1,JOB00003,operator_02
EQP005,2024-11-01 01:16:47,95.15847101719004,0.4285638378056973,ALERT,1,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:48,52.03150835069218,0.011855293210243922,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:16:49,45.99935162108707,0.5649999711819157,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:16:50,47.078440829438215,0.6579508281194142,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:16:51,69.73737481630741,0.06492362297984111,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:16:52,92.11716609157658,0.7054326956974029,ALERT,1,1,JOB00003,operator_02
EQP004,2024-11-01 01:16:53,21.467892933890607,0.7556817770495199,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:16:54,44.80174769728819,0.5279098279439243,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:16:55,66.00492470530946,0.18928286496824598,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:16:56,55.55058898408519,0.84942226945489,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:16:57,44.95121198435396,0.44373827741116434,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:16:58,29.595214708602864,0.7258936605836355,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:16:59,62.6993584622132,0.45243449511754996,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:17:00,22.210380464673207,0.8238405151711938,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:17:01,71.800620592099,0.13636565385124133,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:17:02,97.68041469117135,0.8833864870490223,ALERT,1,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:03,60.26163584804675,0.9262141053985687,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:17:04,70.63457428351911,0.7200781606780022,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:17:05,70.61275007436318,0.05246049291199406,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:06,78.22846944401175,0.1837389258424279,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:17:07,25.2215993960262,0.4436781996554594,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:17:08,26.133790557463197,0.3555353652304085,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:09,20.490291785094463,0.46413518719873204,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:17:10,82.27364892285631,0.5432109871388043,ALERT,1,1,JOB00003,operator_02
EQP003,2024-11-01 01:17:11,93.64433371037782,0.9349117945152088,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:17:12,75.43273212544648,0.8676188661891324,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:17:13,58.58012738419396,0.5720754040354313,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:17:14,83.17347702244021,0.8119879690459179,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:15,38.93093925068213,0.876833028946372,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:17:16,97.2500578270074,0.16093701120241843,ALERT,1,1,JOB00003,operator_02
EQP001,2024-11-01 01:17:17,65.24311316957281,0.6373048264283244,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:17:18,53.1786109096112,0.03615266054128918,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:17:19,71.09914050313904,0.8470469188705548,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:17:20,98.17463252759967,0.5821213708198361,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:21,79.72205457287572,0.5599589025628166,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:17:22,63.91509428149399,0.0035108509106506203,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:17:23,40.429250121623994,0.8844179748446377,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:24,74.37924462850967,0.26028319716502346,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:17:25,45.85962536475773,0.26039301361102196,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:17:26,62.98678598744622,0.44414420222011963,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:27,63.77968336802298,0.5432874757134873,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:17:28,96.2857779068127,0.8396244958615607,ALERT,1,1,JOB00003,operator_02
EQP005,2024-11-01 01:17:29,92.94335522932818,0.17483928931557324,ALERT,1,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:30,64.8417747916072,0.9813282911384428,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:17:31,94.21106393521178,0.4073349205032607,ALERT,1,1,JOB00003,operator_02
EQP003,2024-11-01 01:17:32,46.34190713120701,0.1403227749635949,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:17:33,66.94038373531104,0.27457269567959663,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:17:34,85.66826437557307,0.2757296369807559,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:17:35,43.05740663646936,0.19432635387377428,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:36,48.93162622040157,0.6013762114431604,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:17:37,50.526073524174535,0.506688152808257,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:17:38,52.29864032839441,0.862380384524274,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:39,63.5389406088334,0.9505503719437564,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:17:40,41.63347283217949,0.6927073511434411,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:17:41,48.50924746568306,0.19127898789689746,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:42,58.719260026603195,0.7018624268242158,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:17:43,20.328116034413366,0.34293511583670533,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:17:44,80.64611178336588,0.5964462488988447,ALERT,1,1,JOB00003,operator_03
EQP004,2024-11-01 01:17:45,40.23997924094776,0.9756233704823213,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:17:46,28.50446570503611,0.9067423725725539,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:17:47,33.12915516766323,0.054522558878279725,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:17:48,56.932734460913224,0.20482124707585447,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:17:49,85.93623292498036,0.7662228180040461,ALERT,1,1,JOB00003,operator_02
EQP001,2024-11-01 01:17:50,77.00623545978087,0.6349515157609817,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:17:51,84.17424796195778,0.9468960253420421,ALERT,1,1,JOB00003,operator_01
EQP001,2024-11-01 01:17:52,37.84101131295024,0.5256310280003696,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:17:53,27.021565101413962,0.47927608029388824,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:17:54,61.76588569098665,0.33090858307802606,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:17:55,72.38490400242861,0.6848544791789158,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:17:56,75.38689319277788,0.9114272188531475,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:17:57,48.94397438904451,0.17074949422115826,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:17:58,51.539709987247555,0.9248824432676923,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:17:59,73.46075497665396,0.18247633109922934,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:00,52.956774391663906,0.6537995093336167,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:01,95.02535721860495,0.004281757836103628,ALERT,1,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:02,25.31926361398132,0.9530465861598449,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:18:03,47.26534150960137,0.9546661011251673,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:04,28.981820666312768,0.7267405652293196,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:18:05,68.85987959634477,0.715850015526811,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:18:06,93.96561757493869,0.8164640593918385,ALERT,1,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:07,20.149819513533487,0.35064928295401865,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:18:08,28.173785842846463,0.4702303869987151,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:18:09,71.4226151348753,0.7033806855801378,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:10,27.92451473727904,0.3187983617505512,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:18:11,62.96072685460443,0.9079627185210506,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:12,64.93060266275037,0.6928083938491005,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:13,86.67254709442462,0.725853084338395,ALERT,1,1,JOB00003,operator_02
EQP001,2024-11-01 01:18:14,37.5494452052216,0.7342183395288688,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:18:15,70.14215792369842,0.5534614719249352,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:18:16,57.64331888367802,0.0932139258926985,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:18:17,28.928255956151343,0.18714503146222616,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:18:18,46.882906466207885,0.06710846152635164,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:18:19,94.81296085974225,0.9549079089350034,ALERT,1,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:20,44.45783994425835,0.365377374534934,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:18:21,85.72323057572927,0.08101489283126417,ALERT,1,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:22,97.30547935256797,0.15310250479879994,ALERT,1,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:23,34.87213692450136,0.004799824817370735,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:18:24,27.963843080710564,0.30641166735394654,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:18:25,38.53605265406867,0.5418699430531522,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:26,31.86413878461977,0.8553361303023147,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:27,37.329282862086906,0.8444230272603299,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:28,26.296713371405218,0.48635011510949533,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:29,45.078023194728125,0.665077439998428,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:30,80.92332384608872,0.6962305935241437,ALERT,1,1,JOB00003,operator_01
EQP005,2024-11-01 01:18:31,98.55342276011314,0.7839165096792028,ALERT,1,1,JOB00003,operator_02
EQP002,2024-11-01 01:18:32,20.470365547396074,0.3880964237010196,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:18:33,52.94907723091613,0.7160919178315135,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:34,44.89642874626463,0.8500398549931936,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:18:35,54.587819067050525,0.8274457359796132,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:18:36,36.59673611839027,0.4330049301124801,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:18:37,41.754362996598985,0.3841068146757922,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:18:38,96.98224481219705,0.23492919302914328,ALERT,1,1,JOB00003,operator_03
EQP003,2024-11-01 01:18:39,20.79767772452982,0.3384637512418305,NORMAL,0,1,JOB00003,operator_01
EQP002,2024-11-01 01:18:40,78.06071003626204,0.674236561628199,NORMAL,0,1,JOB00003,operator_02
EQP005,2024-11-01 01:18:41,33.58215518064977,0.5807610919522531,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:18:42,60.61184688140997,0.3155733081799751,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:43,43.47828618872115,0.21147032004974653,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:18:44,86.880559977788,0.04689824094516781,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:45,22.925584989036658,0.1864138471663268,NORMAL,0,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:46,35.57072262062849,0.18419652966323619,NORMAL,0,1,JOB00003,operator_02
EQP004,2024-11-01 01:18:47,66.49482741856909,0.9586977413653984,NORMAL,0,1,JOB00003,operator_03
EQP003,2024-11-01 01:18:48,34.942184530885605,0.5431183051972586,NORMAL,0,1,JOB00003,operator_01
EQP004,2024-11-01 01:18:49,71.34984870363492,0.9693716777298736,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:18:50,88.01539201562034,0.9323056827448798,ALERT,1,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:51,75.2736456056956,0.42133981661104836,NORMAL,0,1,JOB00003,operator_01
EQP005,2024-11-01 01:18:52,33.95572529527541,0.35287784833211855,NORMAL,0,1,JOB00003,operator_02
EQP001,2024-11-01 01:18:53,69.69002392726632,0.2353255509597496,NORMAL,0,1,JOB00003,operator_03
EQP005,2024-11-01 01:18:54,96.5510754106373,0.8790620045522501,ALERT,1,1,JOB00003,operator_01
EQP003,2024-11-01 01:18:55,79.799436470512,0.4446252400615428,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:18:56,29.139876260644506,0.5492750081282486,NORMAL,0,1,JOB00003,operator_03
EQP002,2024-11-01 01:18:57,24.99401469460107,0.6523462475831382,NORMAL,0,1,JOB00003,operator_01
EQP001,2024-11-01 01:18:58,50.35563095047611,0.838132525605361,NORMAL,0,1,JOB00003,operator_02
EQP002,2024-11-01 01:18:59,27.42760692244964,0.516800594690624,NORMAL,0,1,JOB00003,operator_03
EQP001,2024-11-01 01:19:00,86.8289883343114,0.6157925521013854,ALERT,1,1,JOB00003,operator_01
EQP004,2024-11-01 01:19:01,63.28242312502492,0.9272656326314092,NORMAL,0,1,JOB00003,operator_02
EQP003,2024-11-01 01:19:02,21.602750726177213,0.1409793369901141,NORMAL,0,1,JOB00003,operator_03
EQP004,2024-11-01 01:19:03,56.766960470355514,0.18655791219561568,NORMAL,0,1,JOB00003,operator_01
